USD Coin;0.824349591012831;2021-02-19T17:19:04.000Z;USDC
USD Coin;0.8419654068031509;2021-03-08T10:39:05.000Z;USDC
USD Coin;0.8373185395246506;2021-03-11T07:49:05.000Z;USDC
USD Coin;0.8373863945083669;2021-03-11T07:57:05.000Z;USDC
USD Coin;0.8373863945083669;2021-03-11T07:57:05.000Z;USDC
USD Coin;0.8358603510151442;2021-03-11T10:29:05.000Z;USDC
USD Coin;0.8358603510151442;2021-03-11T10:29:05.000Z;USDC
USD Coin;0.8358605611133576;2021-03-11T10:32:05.000Z;USDC
USD Coin;0.8369866468015271;2021-03-11T13:46:05.000Z;USDC
USD Coin;0.8368302277886801;2021-03-11T13:48:05.000Z;USDC
USD Coin;0.8363097548567046;2021-03-11T14:16:05.000Z;USDC
USD Coin;0.8363097548567046;2021-03-11T14:16:05.000Z;USDC
USD Coin;0.8363097548567046;2021-03-11T14:16:05.000Z;USDC
USD Coin;0.8363097548567046;2021-03-11T14:16:05.000Z;USDC
USD Coin;0.8363097548567046;2021-03-11T14:16:05.000Z;USDC
USD Coin;0.8363097548567046;2021-03-11T14:16:05.000Z;USDC
USD Coin;0.8363097548567046;2021-03-11T14:16:05.000Z;USDC
USD Coin;0.8363097548567046;2021-03-11T14:16:05.000Z;USDC
USD Coin;0.8363097548567046;2021-03-11T14:16:05.000Z;USDC
USD Coin;0.8363097548567046;2021-03-11T14:16:05.000Z;USDC
USD Coin;0.8363097548567046;2021-03-11T14:16:05.000Z;USDC
USD Coin;0.8363097548567046;2021-03-11T14:16:05.000Z;USDC
USD Coin;0.8363097548567046;2021-03-11T14:16:05.000Z;USDC
USD Coin;0.8363097548567046;2021-03-11T14:16:05.000Z;USDC
USD Coin;0.8363097548567046;2021-03-11T14:16:05.000Z;USDC
USD Coin;0.8363097548567046;2021-03-11T14:16:05.000Z;USDC
USD Coin;0.8363097548567046;2021-03-11T14:16:05.000Z;USDC
USD Coin;0.8363097548567046;2021-03-11T14:16:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8373271922315471;2021-03-11T14:38:05.000Z;USDC
USD Coin;0.8376243282389584;2021-03-11T15:01:05.000Z;USDC
